Gender,PromClass,Gender_code,PromSilver,PromTin,PromGold,Affl,Age,LTime,Spend,TargetBuy
F,Silver,1,1,0,0,5,39,11,50,0
M,Tin,0,0,1,0,8,59,16,0.01,0
M,Silver,0,1,0,0,3,52,8,3000,0
F,Gold,1,0,0,1,9,42,2,6000,1
F,Silver,1,1,0,0,6,59,7,3260,0
F,Gold,1,0,0,1,12,70,1,6000,0
F,Tin,1,0,1,0,10,50,8,0.01,0
F,Gold,1,0,0,1,6,66,6,5500,0
F,Silver,1,1,0,0,3,28,3,5000,0
F,Silver,1,1,0,0,8,64,9,300,0
M,Silver,0,1,0,0,9,63,9,500,0
M,Tin,0,0,1,0,7,67,7,0.01,0
F,Silver,1,1,0,0,7,47,11,600,0
F,Gold,1,0,0,1,12,54,1,6000,1
M,Gold,0,0,0,1,7,46,5,6000,0
F,Gold,1,0,0,1,10,69,8,15088.81,1
F,Gold,1,0,0,1,7,56,8,7000,0
F,Gold,1,0,0,1,10,36,11,11500,1
F,Gold,1,0,0,1,9,55,7,18204.09,0
F,Silver,1,1,0,0,5,47,3,250,0
F,Tin,1,0,1,0,15,32,5,0.01,1
F,Silver,1,1,0,0,7,75,18,480.01,0
M,Silver,0,1,0,0,8,76,16,500,0
F,Gold,1,0,0,1,13,39,2,12000,1
F,Silver,1,1,0,0,10,71,5,1500,1
M,Gold,0,0,0,1,7,64,4,18000,0
F,Gold,1,0,0,1,7,52,4,6053.34,0
F,Silver,1,1,0,0,8,54,8,3000,0
M,Gold,0,0,0,1,11,60,9,12600,0
F,Silver,1,1,0,0,7,24,3,1000,1
F,Gold,1,0,0,1,8,61,8,6000.01,0
F,Silver,1,1,0,0,5,58,6,4000,0
F,Gold,1,0,0,1,6,66,2,6000,0
M,Gold,0,0,0,1,3,62,2,12000,0
F,Tin,1,0,1,0,9,34,4,0.01,1
M,Gold,0,0,0,1,9,54,4,12000,0
M,Silver,0,1,0,0,6,68,1,1000,0
F,Silver,1,1,0,0,10,59,18,240,1
F,Silver,1,1,0,0,11,50,8,540,0
M,Gold,0,0,0,1,3,45,4,6053.34,0
F,Silver,1,1,0,0,14,43,4,600,0
M,Silver,0,1,0,0,8,70,8,1500,0
F,Silver,1,1,0,0,7,53,6,4000,0
M,Tin,0,0,1,0,10,36,5,0.01,0
M,Tin,0,0,1,0,9,42,10,0.01,0
F,Tin,1,0,1,0,15,46,5,0.01,0
F,Tin,1,0,1,0,7,34,5,0.01,0
M,Gold,0,0,0,1,14,68,6,8000,0
F,Gold,1,0,0,1,5,75,2,6000,0
M,Silver,0,1,0,0,7,62,5,4000,0
M,Tin,0,0,1,0,5,58,5,0.01,0
F,Silver,1,1,0,0,13,30,3,2500,0
F,Tin,1,0,1,0,6,55,9,0.01,0
F,Silver,1,1,0,0,13,45,4,2412.45,0
F,Tin,1,0,1,0,8,47,8,0.01,1
M,Tin,0,0,1,0,6,58,5,0.01,0
F,Silver,1,1,0,0,8,48,3,3000,0
M,Silver,0,1,0,0,7,32,11,3480,1
M,Gold,0,0,0,1,7,44,8,9053.35,0
F,Tin,1,0,1,0,5,62,8,0.01,0
F,Gold,1,0,0,1,9,67,8,9000,0
F,Tin,1,0,1,0,11,45,8,0.01,1
F,Silver,1,1,0,0,9,77,6,1000,0
M,Tin,0,0,1,0,8,48,20,0.01,0
M,Platinum,0,0,0,0,5,72,27,60138.81,0
F,Gold,1,0,0,1,3,68,5,6000,1
F,Silver,1,1,0,0,9,47,8,2400,0
M,Gold,0,0,0,1,10,56,10,6053.35,0
F,Silver,1,1,0,0,6,49,9,1280,1
M,Platinum,0,0,0,0,10,54,4,25500,0
F,Silver,1,1,0,0,6,27,3,3500,1
F,Gold,1,0,0,1,9,41,2,8500,0
M,Tin,0,0,1,0,8,46,10,0.01,0
F,Silver,1,1,0,0,7,32,1,2000,0
M,Silver,0,1,0,0,6,67,1,2000,0
M,Gold,0,0,0,1,6,53,11,9000,0
F,Tin,1,0,1,0,15,36,7,0.01,0
F,Gold,1,0,0,1,11,49,8,6000,0
M,Tin,0,0,1,0,6,33,5,0.01,0
M,Tin,0,0,1,0,7,50,8,0.01,0
F,Silver,1,1,0,0,4,51,14,2550,0
F,Gold,1,0,0,1,7,75,8,6105.32,0
M,Silver,0,1,0,0,8,78,19,750,0
F,Gold,1,0,0,1,8,62,11,7500,1
M,Silver,0,1,0,0,9,62,7,3000,0
F,Tin,1,0,1,0,8,37,8,0.01,0
M,Silver,0,1,0,0,9,42,9,300,0
F,Silver,1,1,0,0,11,35,8,1000,0
F,Silver,1,1,0,0,3,28,1,1200,1
M,Silver,0,1,0,0,9,30,9,750,1
F,Silver,1,1,0,0,9,61,7,3000,0
F,Silver,1,1,0,0,13,38,4,3000,1
F,Gold,1,0,0,1,9,77,5,12000,0
F,Gold,1,0,0,1,7,66,5,6000,1
F,Silver,1,1,0,0,10,30,4,50.01,1
M,Silver,0,1,0,0,6,38,1,1000,1
F,Tin,1,0,1,0,14,37,4,0.01,1
F,Tin,1,0,1,0,11,41,5,0.01,1
F,Silver,1,1,0,0,16,43,4,1500,1
F,Tin,1,0,1,0,16,40,5,0.01,1
F,Platinum,1,0,0,0,3,74,3,20725.6,0
M,Gold,0,0,0,1,7,41,4,6000,0
F,Silver,1,1,0,0,6,56,4,3000,0
F,Tin,1,0,1,0,7,31,5,0.01,1
M,Tin,0,0,1,0,9,32,5,0.01,1
F,Silver,1,1,0,0,8,68,1,1000,1
F,Silver,1,1,0,0,8,46,5,1000,0
F,Gold,1,0,0,1,7,68,1,6000,0
F,Silver,1,1,0,0,7,72,18,500,0
F,Tin,1,0,1,0,12,41,9,0.01,1
F,Silver,1,1,0,0,8,77,6,50,0
F,Silver,1,1,0,0,11,42,5,600.01,1
F,Silver,1,1,0,0,10,76,1,5000,0
F,Tin,1,0,1,0,14,30,4,0.01,1
F,Silver,1,1,0,0,7,76,23,3426.88,0
F,Gold,1,0,0,1,8,70,5,10000,0
F,Tin,1,0,1,0,15,75,6,0.01,0
F,Gold,1,0,0,1,8,54,16,10000,0
M,Gold,0,0,0,1,5,76,27,5567.74,0
F,Gold,1,0,0,1,8,75,1,6000,0
F,Silver,1,1,0,0,10,48,8,0.02,0
F,Gold,1,0,0,1,6,48,4,13257.44,0
F,Silver,1,1,0,0,11,27,1,1500,1
M,Silver,0,1,0,0,7,41,10,1350,1
M,Gold,0,0,0,1,12,66,4,10000,1
F,Silver,1,1,0,0,9,57,4,4000,1
F,Silver,1,1,0,0,7,67,8,2000,0
F,Silver,1,1,0,0,11,35,1,35,1
F,Gold,1,0,0,1,8,76,7,12106.7,0
F,Silver,1,1,0,0,10,38,1,3000,1
F,Silver,1,1,0,0,10,29,2,100,0
M,Silver,0,1,0,0,5,46,10,20,0
F,Tin,1,0,1,0,7,52,10,0.01,1
F,Silver,1,1,0,0,10,26,4,0.02,0
F,Silver,1,1,0,0,12,68,13,500,0
F,Gold,1,0,0,1,8,49,5,6000,0
M,Tin,0,0,1,0,8,49,5,0.01,1
F,Gold,1,0,0,1,10,78,2,6000,1
M,Gold,0,0,0,1,2,63,8,12158.67,0
F,Tin,1,0,1,0,11,59,5,0.01,0
F,Tin,1,0,1,0,5,40,5,0.01,0
M,Tin,0,0,1,0,9,62,5,0.01,0
F,Silver,1,1,0,0,12,57,6,2000,0
M,Tin,0,0,1,0,3,52,5,0.01,0
F,Silver,1,1,0,0,5,75,6,3083.82,0
F,Tin,1,0,1,0,14,56,9,0.01,0
F,Tin,1,0,1,0,8,51,8,0.01,0
F,Gold,1,0,0,1,9,70,2,12000,0
F,Gold,1,0,0,1,14,79,4,6053.34,1
F,Silver,1,1,0,0,11,36,13,3000,0
M,Silver,0,1,0,0,7,54,9,1000,0
F,Silver,1,1,0,0,12,26,3,75,1
F,Tin,1,0,1,0,9,44,4,0.01,0
M,Tin,0,0,1,0,11,33,5,0.01,0
F,Tin,1,0,1,0,9,44,5,0.01,0
F,Silver,1,1,0,0,19,37,4,1000,1
F,Gold,1,0,0,1,23,50,3,6000,1
M,Gold,0,0,0,1,22,59,4,10000,1
M,Gold,0,0,0,1,10,42,5,6000,1
F,Gold,1,0,0,1,8,29,1,6000,1
F,Gold,1,0,0,1,12,77,24,10000,0
F,Platinum,1,0,0,0,6,74,7,20000.01,0
F,Silver,1,1,0,0,6,53,1,1000,0
F,Silver,1,1,0,0,7,31,5,1500,0
M,Silver,0,1,0,0,12,75,10,500,1
F,Gold,1,0,0,1,6,65,5,6000,0
F,Tin,1,0,1,0,11,34,5,0.01,1
M,Silver,0,1,0,0,10,67,2,3000,0
F,Gold,1,0,0,1,9,75,10,20000,0
F,Tin,1,0,1,0,7,56,5,0.01,0
F,Gold,1,0,0,1,13,48,10,7600,1
F,Tin,1,0,1,0,11,50,6,0.01,1
F,Silver,1,1,0,0,9,67,2,3000,0
M,Gold,0,0,0,1,7,37,6,6000,0
F,Tin,1,0,1,0,11,46,5,0.01,1
F,Gold,1,0,0,1,15,47,6,6053.35,1
M,Silver,0,1,0,0,7,40,8,2400,1
F,Silver,1,1,0,0,8,78,4,5000,0
M,Silver,0,1,0,0,8,73,21,4500,0
F,Gold,1,0,0,1,12,66,4,11904.09,0
M,Gold,0,0,0,1,5,52,2,6000,0
M,Tin,0,0,1,0,11,35,5,0.01,1
M,Silver,0,1,0,0,9,49,1,1250,0
F,Silver,1,1,0,0,6,44,5,2000,0
M,Tin,0,0,1,0,10,66,4,0.01,0
F,Gold,1,0,0,1,8,41,5,12000,0
F,Tin,1,0,1,0,6,43,11,0.01,0
F,Platinum,1,0,0,0,7,62,3,20266.31,0
M,Gold,0,0,0,1,8,67,8,12106,0
F,Silver,1,1,0,0,9,46,5,12,0
M,Gold,0,0,0,1,8,75,4,15000,0
F,Gold,1,0,0,1,5,66,1,6000,0
F,Platinum,1,0,0,0,10,42,4,20050,1
F,Tin,1,0,1,0,6,52,7,0.01,0
M,Gold,0,0,0,1,10,70,16,6000,0
F,Silver,1,1,0,0,6,43,1,1200,0
M,Silver,0,1,0,0,10,48,8,3000,0
F,Silver,1,1,0,0,11,45,4,600,0
M,Gold,0,0,0,1,9,64,13,6000,1
F,Silver,1,1,0,0,8,42,1,500,1
F,Silver,1,1,0,0,3,66,17,3000,1
F,Tin,1,0,1,0,17,57,8,0.01,1
F,Tin,1,0,1,0,8,47,9,0.01,0
F,Silver,1,1,0,0,9,60,4,240,1
F,Tin,1,0,1,0,12,51,5,0.01,0
F,Gold,1,0,0,1,6,69,8,8884.25,0
F,Silver,1,1,0,0,7,65,7,473.89,0
F,Silver,1,1,0,0,11,50,1,1500,0
F,Tin,1,0,1,0,8,39,4,0.01,0
M,Tin,0,0,1,0,11,47,7,0.01,0
F,Silver,1,1,0,0,10,43,5,1500,0
M,Silver,0,1,0,0,9,30,4,750,0
F,Silver,1,1,0,0,9,63,6,3000,0
F,Silver,1,1,0,0,10,59,4,1000,0
F,Gold,1,0,0,1,8,65,2,6000,0
M,Silver,0,1,0,0,8,67,9,3000,0
F,Silver,1,1,0,0,9,49,8,300,0
M,Gold,0,0,0,1,11,70,2,6000,1
F,Silver,1,1,0,0,13,67,3,5000,1
F,Gold,1,0,0,1,7,62,4,8000,0
F,Silver,1,1,0,0,6,72,11,3220,0
F,Gold,1,0,0,1,5,67,7,6053.35,0
M,Gold,0,0,0,1,6,41,9,8180,0
M,Silver,0,1,0,0,9,74,5,3000,0
F,Gold,1,0,0,1,9,73,27,9053.35,1
M,Silver,0,1,0,0,9,49,5,3000,0
F,Gold,1,0,0,1,10,68,8,9000,0
F,Silver,1,1,0,0,13,43,2,3000,0
F,Tin,1,0,1,0,11,39,7,0.01,0
M,Tin,0,0,1,0,12,35,9,0.01,0
F,Gold,1,0,0,1,10,51,6,6000,0
F,Gold,1,0,0,1,12,65,11,6000,1
F,Tin,1,0,1,0,10,33,5,0.01,0
M,Gold,0,0,0,1,7,79,12,18500,0
F,Platinum,1,0,0,0,7,58,1,25000,0
F,Silver,1,1,0,0,19,56,1,4000,1
F,Silver,1,1,0,0,8,54,2,600,0
F,Tin,1,0,1,0,8,55,6,0.01,0
F,Tin,1,0,1,0,8,41,5,0.01,0
F,Silver,1,1,0,0,10,57,8,2000,1
F,Tin,1,0,1,0,16,45,8,0.01,1
M,Tin,0,0,1,0,9,40,8,0.01,0
F,Silver,1,1,0,0,9,40,3,40.8,1
M,Gold,0,0,0,1,9,60,2,6000,0
M,Platinum,0,0,0,0,10,60,3,20639.2,0
F,Gold,1,0,0,1,5,76,7,7000,0
M,Tin,0,0,1,0,8,35,4,0.01,1
M,Silver,0,1,0,0,13,52,7,2496.03,0
F,Silver,1,1,0,0,13,62,6,4900,0
F,Gold,1,0,0,1,10,66,2,6000,0
F,Gold,1,0,0,1,7,61,6,6000,0
F,Tin,1,0,1,0,10,61,9,0.01,0
F,Gold,1,0,0,1,5,62,5,6000.01,1
M,Platinum,0,0,0,0,2,64,3,20610.51,0
F,Silver,1,1,0,0,9,70,5,3000,0
F,Silver,1,1,0,0,7,43,5,50.01,1
F,Gold,1,0,0,1,9,62,5,8200,1
F,Silver,1,1,0,0,7,47,8,3000,1
F,Silver,1,1,0,0,4,70,9,500,0
M,Gold,0,0,0,1,12,57,5,6000,0
F,Gold,1,0,0,1,6,55,4,6000,0
M,Silver,0,1,0,0,8,78,5,3289.08,0
M,Gold,0,0,0,1,3,77,2,12000,0
F,Silver,1,1,0,0,7,43,4,1020,1
F,Silver,1,1,0,0,11,35,5,1000,1
F,Tin,1,0,1,0,11,56,4,0.01,1
M,Platinum,0,0,0,0,8,66,19,35042.92,0
F,Silver,1,1,0,0,7,31,5,1420.01,0
F,Silver,1,1,0,0,8,72,8,3000,1
M,Silver,0,1,0,0,14,66,12,3063.98,0
M,Tin,0,0,1,0,8,59,10,0.01,0
F,Gold,1,0,0,1,6,35,4,6000,0
F,Tin,1,0,1,0,17,57,7,0.01,1
F,Tin,1,0,1,0,7,59,8,0.01,0
M,Silver,0,1,0,0,12,33,1,100,0
M,Tin,0,0,1,0,9,30,7,0.01,0
F,Gold,1,0,0,1,13,43,7,6052.66,1
F,Tin,1,0,1,0,9,38,8,0.01,1
F,Tin,1,0,1,0,11,35,8,0.01,1
M,Tin,0,0,1,0,10,37,5,0.01,1
F,Gold,1,0,0,1,14,70,1,6000,1
F,Platinum,1,0,0,0,15,64,8,48069.4,1
F,Gold,1,0,0,1,9,49,4,5179.23,0
M,Silver,0,1,0,0,11,48,1,2000,0
F,Tin,1,0,1,0,13,55,4,0.01,1
F,Gold,1,0,0,1,14,70,2,6000,0
F,Gold,1,0,0,1,8,53,2,15000,0
M,Tin,0,0,1,0,13,44,4,0.01,1
F,Silver,1,1,0,0,15,41,9,50,1
F,Silver,1,1,0,0,6,52,4,1860,0
F,Tin,1,0,1,0,12,46,5,0.01,0
F,Gold,1,0,0,1,7,48,24,6000,1
M,Silver,0,1,0,0,16,31,5,420,0
F,Gold,1,0,0,1,12,41,12,10884.25,0
F,Tin,1,0,1,0,7,47,7,0.01,0
M,Silver,0,1,0,0,6,49,1,1980,0
F,Tin,1,0,1,0,10,71,7,0.01,1
M,Silver,0,1,0,0,3,48,5,1000,0
M,Tin,0,0,1,0,9,63,5,0.01,0
F,Silver,1,1,0,0,11,50,9,1000,0
F,Silver,1,1,0,0,9,38,5,3450,0
F,Silver,1,1,0,0,14,63,4,4830.76,1
F,Tin,1,0,1,0,10,39,4,0.01,1
F,Silver,1,1,0,0,8,37,9,500.01,1
M,Tin,0,0,1,0,4,49,9,0.01,0
F,Tin,1,0,1,0,13,48,8,0.01,1
M,Gold,0,0,0,1,7,47,1,6000,0
F,Silver,1,1,0,0,10,71,8,2000.01,0
M,Silver,0,1,0,0,5,24,1,800,0
M,Gold,0,0,0,1,4,72,11,8000,0
F,Tin,1,0,1,0,12,64,7,0.01,0
M,Gold,0,0,0,1,5,63,5,6300,0
M,Tin,0,0,1,0,10,63,8,0.01,0
F,Silver,1,1,0,0,9,46,8,200.01,0
F,Silver,1,1,0,0,18,62,4,5000,1
M,Tin,0,0,1,0,7,47,9,0.01,0
F,Gold,1,0,0,1,5,44,5,6000,1
F,Silver,1,1,0,0,11,43,4,600,0
M,Gold,0,0,0,1,10,58,4,6000,1
F,Tin,1,0,1,0,6,40,4,0.01,0
F,Silver,1,1,0,0,9,28,4,1000,1
F,Silver,1,1,0,0,9,56,10,50.01,0
F,Gold,1,0,0,1,8,35,5,6000,1
M,Gold,0,0,0,1,7,56,21,5804.06,0
F,Tin,1,0,1,0,9,50,5,0.01,0
F,Gold,1,0,0,1,6,74,12,8875,1
F,Silver,1,1,0,0,11,37,1,420,1
F,Silver,1,1,0,0,10,58,7,3000,0
M,Tin,0,0,1,0,6,56,7,0.01,0
F,Tin,1,0,1,0,21,37,10,0.01,1
M,Gold,0,0,0,1,5,69,5,6053.35,0
M,Gold,0,0,0,1,9,78,16,12000,0
M,Gold,0,0,0,1,8,63,3,6000,1
F,Silver,1,1,0,0,9,50,9,3000,0
M,Gold,0,0,0,1,4,55,12,6500,0
F,Platinum,1,0,0,0,8,43,3,20724.34,0
F,Silver,1,1,0,0,5,29,4,4600,0
F,Tin,1,0,1,0,4,40,5,0.01,0
F,Gold,1,0,0,1,19,52,6,8500,1
M,Platinum,0,0,0,0,11,69,8,20032.36,0
F,Gold,1,0,0,1,15,58,3,19992.01,1
M,Silver,0,1,0,0,11,59,1,200,0
M,Gold,0,0,0,1,5,71,4,18000,0
F,Tin,1,0,1,0,8,38,8,0.01,1
M,Tin,0,0,1,0,8,56,8,0.01,0
M,Tin,0,0,1,0,9,34,9,0.01,1
M,Silver,0,1,0,0,7,54,4,3500,0
F,Tin,1,0,1,0,20,41,9,0.01,1
F,Silver,1,1,0,0,8,49,5,0.02,0
M,Silver,0,1,0,0,7,64,11,5000,0
F,Silver,1,1,0,0,7,42,1,360,1
F,Tin,1,0,1,0,11,38,9,0.01,1
M,Gold,0,0,0,1,7,53,2,6000,0
M,Tin,0,0,1,0,8,37,10,0.01,1
M,Silver,0,1,0,0,12,46,5,2035.25,0
F,Tin,1,0,1,0,15,69,8,0.01,0
M,Tin,0,0,1,0,5,43,8,0.01,0
M,Silver,0,1,0,0,5,69,4,2000,0
F,Silver,1,1,0,0,8,48,8,3000,0
F,Tin,1,0,1,0,7,44,5,0.01,1
F,Silver,1,1,0,0,9,69,8,3000,0
M,Silver,0,1,0,0,9,58,5,5000,1
F,Tin,1,0,1,0,11,50,5,0.01,0
F,Gold,1,0,0,1,6,65,8,12000,0
M,Tin,0,0,1,0,19,37,5,0.01,1
M,Silver,0,1,0,0,5,48,9,50,0
F,Gold,1,0,0,1,4,66,8,8400,0
F,Tin,1,0,1,0,9,39,8,0.01,1
M,Tin,0,0,1,0,10,43,5,0.01,0
F,Gold,1,0,0,1,6,69,2,6000,0
M,Silver,0,1,0,0,8,79,6,1260,0
F,Gold,1,0,0,1,16,74,5,7000,0
F,Tin,1,0,1,0,20,35,5,0.01,1
M,Gold,0,0,0,1,11,75,7,6105.32,0
M,Silver,0,1,0,0,8,63,5,0.02,0
F,Tin,1,0,1,0,7,64,7,0.01,0
F,Silver,1,1,0,0,6,55,8,50.01,0
M,Tin,0,0,1,0,5,56,4,0.01,0
F,Silver,1,1,0,0,7,44,9,720,0
M,Tin,0,0,1,0,19,47,8,0.01,1
F,Gold,1,0,0,1,9,62,34,7000,0
F,Silver,1,1,0,0,5,38,18,1885.15,1
F,Silver,1,1,0,0,9,47,8,3000,1
M,Gold,0,0,0,1,7,59,2,6000,0
F,Tin,1,0,1,0,10,44,5,0.01,0
F,Silver,1,1,0,0,9,77,2,2500,0
M,Gold,0,0,0,1,10,77,22,6105.32,1
F,Tin,1,0,1,0,11,60,8,0.01,0
M,Gold,0,0,0,1,6,50,4,17035.88,0
F,Silver,1,1,0,0,7,66,9,50,0
F,Gold,1,0,0,1,11,55,15,20000,1
F,Gold,1,0,0,1,10,43,5,6000,0
F,Tin,1,0,1,0,11,54,4,0.01,1
F,Tin,1,0,1,0,5,35,8,0.01,0
F,Silver,1,1,0,0,7,62,14,4900,0
M,Gold,0,0,0,1,4,71,8,6000.01,0
F,Gold,1,0,0,1,14,50,13,9500,1
F,Gold,1,0,0,1,8,77,18,11790.27,0
F,Platinum,1,0,0,0,15,72,3,26900.91,0
F,Silver,1,1,0,0,12,78,6,5000,1
M,Silver,0,1,0,0,10,49,5,5000,0
M,Gold,0,0,0,1,3,66,3,7500,0
M,Silver,0,1,0,0,4,71,27,1000,0
F,Silver,1,1,0,0,11,65,5,1000,0
F,Silver,1,1,0,0,11,28,10,600,1
F,Tin,1,0,1,0,8,37,4,0.01,0
F,Gold,1,0,0,1,12,59,9,10586.82,1
M,Silver,0,1,0,0,8,69,4,4000,1
F,Silver,1,1,0,0,10,50,6,1000,0
M,Gold,0,0,0,1,11,55,2,6000,0
F,Gold,1,0,0,1,9,79,12,6000,0
F,Gold,1,0,0,1,9,51,1,7500,1
F,Tin,1,0,1,0,7,49,8,0.01,0
F,Silver,1,1,0,0,10,32,4,2000,1
F,Gold,1,0,0,1,8,58,4,6000,0
F,Silver,1,1,0,0,9,70,9,100,0
M,Gold,0,0,0,1,9,47,7,6053.35,1
F,Platinum,1,0,0,0,4,67,3,21506.85,0
M,Gold,0,0,0,1,9,56,1,10000,0
M,Silver,0,1,0,0,5,68,8,3052.66,0
F,Tin,1,0,1,0,11,29,5,0.01,1
F,Silver,1,1,0,0,11,35,1,420,0
F,Gold,1,0,0,1,6,49,6,5480,1
M,Platinum,0,0,0,0,10,67,3,20666.88,0
F,Tin,1,0,1,0,8,60,11,0.01,0
F,Tin,1,0,1,0,9,50,5,0.01,0
M,Tin,0,0,1,0,15,36,5,0.01,1
M,Tin,0,0,1,0,6,49,7,0.01,0
F,Platinum,1,0,0,0,6,60,3,20354.22,0
M,Gold,0,0,0,1,8,65,30,6053.35,1
F,Silver,1,1,0,0,10,52,1,1000,0
M,Gold,0,0,0,1,9,66,8,6050,0
M,Tin,0,0,1,0,11,47,8,0.01,0
M,Tin,0,0,1,0,7,49,5,0.01,0
F,Tin,1,0,1,0,7,47,9,0.01,0
F,Tin,1,0,1,0,5,52,4,0.01,0
F,Tin,1,0,1,0,13,36,5,0.01,1
F,Tin,1,0,1,0,2,65,4,0.01,0
F,Silver,1,1,0,0,14,66,5,4000,0
M,Silver,0,1,0,0,5,35,9,300,0
F,Silver,1,1,0,0,9,31,8,2450,0
F,Tin,1,0,1,0,3,44,6,0.01,1
F,Silver,1,1,0,0,11,64,11,3000,1
M,Tin,0,0,1,0,10,43,5,0.01,0
F,Silver,1,1,0,0,12,47,2,608.11,0
F,Tin,1,0,1,0,6,48,5,0.01,0
F,Gold,1,0,0,1,6,58,2,11700,0
F,Tin,1,0,1,0,16,34,5,0.01,1
F,Platinum,1,0,0,0,7,65,9,22000.01,0
F,Silver,1,1,0,0,10,43,2,1500,0
M,Tin,0,0,1,0,12,43,4,0.01,1
F,Silver,1,1,0,0,9,53,4,420,0
M,Silver,0,1,0,0,8,58,5,2000,0
F,Silver,1,1,0,0,9,70,25,3000,0
M,Silver,0,1,0,0,8,47,8,50.01,0
F,Silver,1,1,0,0,10,58,1,3000,0
F,Silver,1,1,0,0,11,70,10,3000,0
F,Tin,1,0,1,0,12,29,5,0.01,1
M,Gold,0,0,0,1,8,78,1,6000,0
F,Silver,1,1,0,0,8,45,2,1000,0
M,Tin,0,0,1,0,9,45,5,0.01,0
M,Tin,0,0,1,0,13,33,7,0.01,0
F,Gold,1,0,0,1,13,72,7,9025,0
F,Tin,1,0,1,0,5,69,9,0.01,0
M,Tin,0,0,1,0,9,46,14,0.01,0
M,Tin,0,0,1,0,9,59,11,0.01,0
M,Gold,0,0,0,1,4,56,9,6000,0
F,Silver,1,1,0,0,8,61,12,4000,0
F,Tin,1,0,1,0,10,65,7,0.01,0
M,Silver,0,1,0,0,12,59,9,1000,0
F,Silver,1,1,0,0,10,51,8,3000,1
F,Silver,1,1,0,0,10,27,5,0.02,1
M,Tin,0,0,1,0,10,48,7,0.01,0
F,Tin,1,0,1,0,11,29,4,0.01,1
F,Silver,1,1,0,0,9,38,1,100,1
M,Silver,0,1,0,0,5,61,4,1000,0
F,Tin,1,0,1,0,11,48,5,0.01,1
F,Silver,1,1,0,0,8,46,9,900,0
F,Silver,1,1,0,0,12,41,13,1000,1
M,Gold,0,0,0,1,7,67,5,10000,0
F,Tin,1,0,1,0,13,53,6,0.01,0
F,Gold,1,0,0,1,8,65,3,10000,0
F,Tin,1,0,1,0,7,34,5,0.01,0
F,Gold,1,0,0,1,8,58,6,7000,1
F,Silver,1,1,0,0,7,45,7,1200,0
F,Silver,1,1,0,0,9,47,1,2000,0
F,Tin,1,0,1,0,9,42,8,0.01,1
F,Silver,1,1,0,0,9,60,26,1548.22,0
M,Gold,0,0,0,1,9,31,6,6000,0
F,Gold,1,0,0,1,9,71,5,12000,0
F,Silver,1,1,0,0,7,50,9,1017.55,0
F,Silver,1,1,0,0,14,71,7,3000,0
M,Gold,0,0,0,1,9,71,5,15000,1
M,Silver,0,1,0,0,10,45,1,2650,0
F,Tin,1,0,1,0,13,36,4,0.01,1
M,Gold,0,0,0,1,6,79,5,6053.35,0
F,Gold,1,0,0,1,11,72,7,9000,1
F,Gold,1,0,0,1,5,75,8,12000,1
F,Silver,1,1,0,0,11,38,9,500,1
M,Tin,0,0,1,0,5,39,7,0.01,1
M,Silver,0,1,0,0,6,64,7,3000,0
F,Silver,1,1,0,0,12,61,8,1000,0
F,Silver,1,1,0,0,8,46,5,1500,0
M,Gold,0,0,0,1,12,70,3,11381.64,0
M,Gold,0,0,0,1,12,65,5,6315,0
F,Silver,1,1,0,0,14,35,5,600,1
F,Gold,1,0,0,1,6,68,8,9000,1
F,Gold,1,0,0,1,9,64,6,6053.34,1
F,Tin,1,0,1,0,12,47,4,0.01,1
M,Gold,0,0,0,1,10,72,8,9000,0
M,Silver,0,1,0,0,10,53,4,1500,0
F,Tin,1,0,1,0,9,57,5,0.01,0
M,Tin,0,0,1,0,8,46,5,0.01,0
M,Silver,0,1,0,0,7,79,7,3052.66,0
F,Silver,1,1,0,0,14,51,8,3000,0
M,Gold,0,0,0,1,10,48,1,16000,0
F,Tin,1,0,1,0,10,47,5,0.01,1
M,Gold,0,0,0,1,9,66,2,12000,0
F,Silver,1,1,0,0,10,26,5,50,1
F,Silver,1,1,0,0,9,48,2,4000,0
F,Gold,1,0,0,1,6,31,1,6000,1
F,Tin,1,0,1,0,9,45,8,0.01,0
F,Gold,1,0,0,1,6,71,5,15000,0
F,Platinum,1,0,0,0,19,42,7,47000,1
F,Tin,1,0,1,0,7,52,8,0.01,0
M,Tin,0,0,1,0,8,51,5,0.01,0
M,Gold,0,0,0,1,4,68,5,6000,0
F,Silver,1,1,0,0,4,48,1,3200,0
F,Silver,1,1,0,0,7,67,11,1750,1
M,Silver,0,1,0,0,9,70,5,2500,0
F,Silver,1,1,0,0,16,65,5,600,1
M,Tin,0,0,1,0,12,48,5,0.01,0
F,Tin,1,0,1,0,10,46,7,0.01,0
F,Tin,1,0,1,0,6,52,4,0.01,0
M,Tin,0,0,1,0,10,49,4,0.01,0
F,Tin,1,0,1,0,9,76,9,0.01,1
F,Gold,1,0,0,1,9,52,4,6000,0
M,Tin,0,0,1,0,9,55,8,0.01,0
F,Tin,1,0,1,0,18,35,5,0.01,1
M,Gold,0,0,0,1,6,61,8,6105.32,0
F,Tin,1,0,1,0,6,41,7,0.01,1
F,Gold,1,0,0,1,5,42,5,12444.84,1
M,Silver,0,1,0,0,9,54,7,2100,0
M,Tin,0,0,1,0,10,38,8,0.01,0
M,Gold,0,0,0,1,12,73,8,9000,1
M,Tin,0,0,1,0,10,51,4,0.01,1
